"","SUBJ_ID","YA_Education"
"1309","CC510648",6
"1310","CC512003",8
"1311","CC512012",NA
"1312","CC520002",NA
"1313","CC520003",5
"1314","CC520005",NA
"1315","CC520011",6
"1316","CC520013",2
"1317","CC520017",2
"1318","CC520024",8
"1319","CC520027",NA
"1320","CC520033",8
"1321","CC520036",NA
"1322","CC520040",NA
"1323","CC520042",NA
"1324","CC520047",NA
"1325","CC520049",6
"1326","CC520052",NA
"1327","CC520053",NA
"1328","CC520055",7
"1329","CC520057",3
"1330","CC520063",NA
"1331","CC520065",6
"1332","CC520067",NA
"1333","CC520068",8
"1334","CC520070",8
"1335","CC520072",NA
"1336","CC520075",8
"1337","CC520076",NA
"1338","CC520078",5
"1339","CC520080",8
"1340","CC520083",6
"1341","CC520091",6
"1342","CC520097",NA
"1343","CC520102",NA
"1344","CC520106",NA
"1345","CC520114",6
"1346","CC520117",NA
"1347","CC520122",8
"1348","CC520127",6
"1349","CC520128",8
"1350","CC520134",6
"1351","CC520135",NA
"1352","CC520136",3
"1353","CC520137",NA
"1354","CC520143",5
"1355","CC520147",6
"1356","CC520162",6
"1357","CC520165",8
"1358","CC520168",6
"1359","CC520173",NA
"1360","CC520175",6
"1361","CC520179",NA
"1362","CC520190",NA
"1363","CC520193",2
"1364","CC520197",6
"1365","CC520199",NA
"1366","CC520200",NA
"1367","CC520202",NA
"1368","CC520203",4
"1369","CC520209",8
"1370","CC520211",NA
"1371","CC520215",3
"1372","CC520219",6
"1373","CC520220",NA
"1374","CC520221",4
"1375","CC520223",4
"1376","CC520227",6
"1377","CC520228",8
"1378","CC520229",NA
"1379","CC520233",NA
"1380","CC520236",3
"1381","CC520239",6
"1382","CC520240",8
"1383","CC520242",NA
"1384","CC520247",7
"1385","CC520251",7
"1386","CC520252",3
"1387","CC520253",4
"1388","CC520254",7
"1389","CC520259",5
"1390","CC520260",NA
"1391","CC520265",NA
"1392","CC520267",NA
"1393","CC520274",8
"1394","CC520275",8
"1395","CC520279",NA
"1396","CC520280",6
"1397","CC520287",6
"1398","CC520290",1
"1399","CC520295",NA
"1400","CC520300",8
"1401","CC520315",7
"1402","CC520316",NA
"1403","CC520318",5
"1404","CC520320",NA
"1405","CC520333",NA
"1406","CC520337",4
"1407","CC520341",7
"1408","CC520346",NA
"1409","CC520349",NA
"1410","CC520352",NA
"1411","CC520354",8
"1412","CC520364",NA
"1413","CC520375",NA
"1414","CC520376",NA
"1415","CC520377",NA
"1416","CC520381",NA
"1417","CC520390",3
"1418","CC520391",8
"1419","CC520395",NA
"1420","CC520398",3
"1421","CC520404",6
"1422","CC520407",NA
"1423","CC520408",7
"1424","CC520409",NA
"1425","CC520410",8
"1426","CC520413",NA
"1427","CC520419",6
"1428","CC520424",4
"1429","CC520426",NA
"1430","CC520436",8
"1431","CC520442",NA
"1432","CC520447",NA
"1433","CC520451",NA
"1434","CC520454",NA
"1435","CC520460",3
"1436","CC520461",5
"1437","CC520474",NA
"1438","CC520477",6
"1439","CC520480",3
"1440","CC520484",2
"1441","CC520489",6
"1442","CC520498",NA
"1443","CC520499",NA
"1444","CC520503",8
"1445","CC520505",NA
"1446","CC520512",NA
"1447","CC520515",2
"1448","CC520517",2
"1449","CC520527",6
"1450","CC520538",NA
"1451","CC520541",6
"1452","CC520542",2
"1453","CC520552",6
"1454","CC520553",5
"1455","CC520557",NA
"1456","CC520560",NA
"1457","CC520562",3
"1458","CC520568",NA
"1459","CC520570",NA
"1460","CC520571",NA
"1461","CC520580",NA
"1462","CC520582",NA
"1463","CC520583",NA
"1464","CC520584",3
"1465","CC520585",NA
"1466","CC520586",2
"1467","CC520589",NA
"1468","CC520592",NA
"1469","CC520597",7
"1470","CC520604",NA
"1471","CC520607",3
"1472","CC520624",NA
"1473","CC520626",6
"1474","CC520632",NA
"1475","CC520638",6
"1476","CC520644",NA
"1477","CC520652",5
"1478","CC520659",5
"1479","CC520660",NA
"1480","CC520666",6
"1481","CC520669",3
"1482","CC520673",3
"1483","CC520683",6
"1484","CC520710",NA
"1485","CC520712",6
"1486","CC520718",NA
"1487","CC520724",5
"1488","CC520734",NA
"1489","CC520745",4
"1490","CC520757",NA
"1491","CC520758",6
"1492","CC520761",6
"1493","CC520775",NA
"1494","CC520782",6
"1495","CC520783",NA
"1496","CC520785",7
"1497","CC520789",6
"1498","CC520792",6
"1499","CC520794",NA
"1500","CC520797",4
"1501","CC520798",4
"1502","CC520801",6
"1503","CC520816",6
"1504","CC520817",6
"1505","CC520862",6
"1506","CC520865",6
"1507","CC520867",6
"1508","CC520868",2
"1509","CC520877",2
"1510","CC520880",6
"1511","CC520882",NA
"1512","CC520886",4
"1513","CC520903",5
"1514","CC520912",NA
"1515","CC520965",6
"1516","CC520979",5
"1517","CC520980",NA
"1518","CC521026",6
"1519","CC521040",3
"1520","CC521066",3
"1521","CC521094",5
"1522","CC521167",NA
"1523","CC521185",NA
"1524","CC521262",NA
"1525","CC521344",7
"1526","CC521353",8
"1527","CC610010",6
"1528","CC610022",3
"1529","CC610026",2
"1530","CC610028",3
"1531","CC610039",4
"1532","CC610040",2
"1533","CC610042",3
"1534","CC610045",8
"1535","CC610046",4
"1536","CC610048",NA
"1537","CC610050",5
"1538","CC610051",7
"1539","CC610052",4
"1540","CC610053",NA
"1541","CC610058",NA
"1542","CC610059",NA
"1543","CC610061",6
"1544","CC610062",4
"1545","CC610069",4
"1546","CC610071",6
"1547","CC610074",2
"1548","CC610075",4
"1549","CC610076",3
"1550","CC610080",2
"1551","CC610095",NA
"1552","CC610096",3
"1553","CC610099",8
"1554","CC610100",NA
"1555","CC610101",4
"1556","CC610103",NA
"1557","CC610107",7
"1558","CC610110",NA
"1559","CC610119",NA
"1560","CC610120",NA
"1561","CC610133",3
"1562","CC610146",8
"1563","CC610152",NA
"1564","CC610153",8
"1565","CC610178",4
"1566","CC610184",NA
"1567","CC610194",NA
"1568","CC610198",NA
"1569","CC610201",NA
"1570","CC610203",2
"1571","CC610210",6
"1572","CC610212",3
"1573","CC610218",NA
"1574","CC610227",3
"1575","CC610228",4
"1576","CC610231",4
"1577","CC610243",NA
"1578","CC610244",3
"1579","CC610250",6
"1580","CC610256",8
"1581","CC610257",NA
"1582","CC610261",NA
"1583","CC610272",6
"1584","CC610285",3
"1585","CC610288",8
"1586","CC610292",NA
"1587","CC610302",6
"1588","CC610308",NA
"1589","CC610310",8
"1590","CC610311",3
"1591","CC610316",NA
"1592","CC610317",2
"1593","CC610326",NA
"1594","CC610327",2
"1595","CC610329",NA
"1596","CC610336",NA
"1597","CC610338",NA
"1598","CC610339",3
"1599","CC610341",NA
"1600","CC610344",2
"1601","CC610349",NA
"1602","CC610352",2
"1603","CC610359",NA
"1604","CC610372",8
"1605","CC610374",6
"1606","CC610376",NA
"1607","CC610382",NA
"1608","CC610383",NA
"1609","CC610384",NA
"1610","CC610386",NA
"1611","CC610392",3
"1612","CC610393",NA
"1613","CC610397",NA
"1614","CC610398",4
"1615","CC610400",4
"1616","CC610405",NA
"1617","CC610407",NA
"1618","CC610419",NA
"1619","CC610422",2
"1620","CC610432",NA
"1621","CC610442",NA
"1622","CC610450",8
"1623","CC610455",NA
"1624","CC610462",6
"1625","CC610469",NA
"1626","CC610471",1
"1627","CC610472",5
"1628","CC610484",NA
"1629","CC610487",NA
"1630","CC610496",NA
"1631","CC610505",NA
"1632","CC610506",6
"1633","CC610508",NA
"1634","CC610526",3
"1635","CC610528",NA
"1636","CC610536",4
"1637","CC610543",NA
"1638","CC610546",NA
"1639","CC610553",2
"1640","CC610560",NA
"1641","CC610563",8
"1642","CC610567",NA
"1643","CC610568",NA
"1644","CC610569",8
"1645","CC610575",NA
"1646","CC610576",2
"1647","CC610579",NA
"1648","CC610581",NA
"1649","CC610594",3
"1650","CC610611",5
"1651","CC610614",6
"1652","CC610625",NA
"1653","CC610631",3
"1654","CC610652",NA
"1655","CC610653",4
"1656","CC610658",6
"1657","CC610671",7
"1658","CC610686",8
"1659","CC610697",5
"1660","CC612007",8
"1661","CC612019",5
"1662","CC612069",8
"1663","CC620001",NA
"1664","CC620003",NA
"1665","CC620004",3
"1666","CC620005",2
"1667","CC620008",3
"1668","CC620009",NA
"1669","CC620010",NA
"1670","CC620013",NA
"1671","CC620017",8
"1672","CC620019",NA
"1673","CC620026",6
"1674","CC620035",NA
"1675","CC620044",5
"1676","CC620045",3
"1677","CC620051",4
"1678","CC620052",8
"1679","CC620054",6
"1680","CC620057",NA
"1681","CC620060",NA
"1682","CC620064",4
"1683","CC620066",3
"1684","CC620067",NA
"1685","CC620068",NA
"1686","CC620073",8
"1687","CC620075",NA
"1688","CC620078",4
"1689","CC620085",2
"1690","CC620090",NA
"1691","CC620091",8
"1692","CC620100",6
"1693","CC620102",2
"1694","CC620106",NA
"1695","CC620107",NA
"1696","CC620111",6
"1697","CC620114",6
"1698","CC620118",6
"1699","CC620121",7
"1700","CC620128",NA
"1701","CC620129",6
"1702","CC620132",4
"1703","CC620137",NA
"1704","CC620139",3
"1705","CC620151",7
"1706","CC620152",1
"1707","CC620159",NA
"1708","CC620162",4
"1709","CC620164",NA
"1710","CC620165",4
"1711","CC620179",NA
"1712","CC620183",NA
"1713","CC620185",NA
"1714","CC620189",6
"1715","CC620193",NA
"1716","CC620197",5
"1717","CC620198",NA
"1718","CC620199",NA
"1719","CC620200",NA
"1720","CC620204",NA
"1721","CC620207",7
"1722","CC620208",NA
"1723","CC620218",6
"1724","CC620222",NA
"1725","CC620224",NA
"1726","CC620227",5
"1727","CC620230",4
"1728","CC620231",3
"1729","CC620232",5
"1730","CC620241",NA
"1731","CC620244",NA
"1732","CC620248",NA
"1733","CC620259",3
"1734","CC620262",5
"1735","CC620264",6
"1736","CC620266",NA
"1737","CC620269",NA
"1738","CC620270",2
"1739","CC620279",6
"1740","CC620283",NA
"1741","CC620284",NA
"1742","CC620285",3
"1743","CC620288",3
"1744","CC620297",2
"1745","CC620299",5
"1746","CC620305",NA
"1747","CC620306",6
"1748","CC620314",NA
"1749","CC620315",6
"1750","CC620317",5
"1751","CC620321",7
"1752","CC620347",6
"1753","CC620354",NA
"1754","CC620356",3
"1755","CC620359",3
"1756","CC620372",3
"1757","CC620375",NA
"1758","CC620378",8
"1759","CC620385",NA
"1760","CC620394",6
"1761","CC620399",NA
"1762","CC620403",NA
"1763","CC620404",NA
"1764","CC620405",3
"1765","CC620406",8
"1766","CC620413",6
"1767","CC620422",NA
"1768","CC620424",NA
"1769","CC620429",4
"1770","CC620434",NA
"1771","CC620436",2
"1772","CC620442",NA
"1773","CC620444",NA
"1774","CC620451",4
"1775","CC620454",NA
"1776","CC620457",8
"1777","CC620458",7
"1778","CC620466",8
"1779","CC620471",NA
"1780","CC620472",7
"1781","CC620477",NA
"1782","CC620479",2
"1783","CC620485",8
"1784","CC620490",NA
"1785","CC620494",2
"1786","CC620496",NA
"1787","CC620499",NA
"1788","CC620500",6
"1789","CC620507",4
"1790","CC620515",NA
"1791","CC620518",4
"1792","CC620520",3
"1793","CC620526",6
"1794","CC620527",3
"1795","CC620529",NA
"1796","CC620532",2
"1797","CC620533",8
"1798","CC620538",NA
"1799","CC620545",8
"1800","CC620549",6
"1801","CC620554",3
"1802","CC620557",6
"1803","CC620560",NA
"1804","CC620562",NA
"1805","CC620567",6
"1806","CC620572",6
"1807","CC620575",2
"1808","CC620581",NA
"1809","CC620585",6
"1810","CC620592",2
"1811","CC620597",NA
"1812","CC620606",5
"1813","CC620608",NA
"1814","CC620609",NA
"1815","CC620610",8
"1816","CC620619",8
"1817","CC620630",3
"1818","CC620649",8
"1819","CC620650",NA
"1820","CC620652",NA
"1821","CC620654",6
"1822","CC620659",3
"1823","CC620661",6
"1824","CC620666",NA
"1825","CC620667",3
"1826","CC620670",4
"1827","CC620671",5
"1828","CC620679",5
"1829","CC620685",3
"1830","CC620697",NA
"1831","CC620699",NA
"1832","CC620701",1
"1833","CC620709",3
"1834","CC620713",8
"1835","CC620717",NA
"1836","CC620720",NA
"1837","CC620731",NA
"1838","CC620734",NA
"1839","CC620738",NA
"1840","CC620740",NA
"1841","CC620743",NA
"1842","CC620746",7
"1843","CC620763",NA
"1844","CC620764",NA
"1845","CC620769",3
"1846","CC620785",8
"1847","CC620791",NA
"1848","CC620792",7
"1849","CC620793",2
"1850","CC620796",8
"1851","CC620797",3
"1852","CC620809",NA
"1853","CC620821",8
"1854","CC620822",NA
"1855","CC620824",5
"1856","CC620826",6
"1857","CC620828",NA
"1858","CC620829",8
"1859","CC620835",NA
"1860","CC620849",NA
"1861","CC620852",6
"1862","CC620861",3
"1863","CC620865",4
"1864","CC620881",6
"1865","CC620882",NA
"1866","CC620885",6
"1867","CC620889",NA
"1868","CC620895",8
"1869","CC620896",7
"1870","CC620897",NA
"1871","CC620907",8
"1872","CC620918",NA
"1873","CC620919",3
"1874","CC620923",8
"1875","CC620929",NA
"1876","CC620935",6
"1877","CC620937",NA
"1878","CC620956",NA
"1879","CC620957",NA
"1880","CC620967",8
"1881","CC620968",NA
"1882","CC620969",4
"1883","CC620996",6
"1884","CC621010",2
"1885","CC621011",NA
"1886","CC621019",NA
"1887","CC621020",5
"1888","CC621021",NA
"1889","CC621035",NA
"1890","CC621037",NA
"1891","CC621044",NA
"1892","CC621068",6
"1893","CC621080",NA
"1894","CC621089",NA
"1895","CC621095",6
"1896","CC621097",6
"1897","CC621098",6
"1898","CC621118",6
"1899","CC621120",6
"1900","CC621128",6
"1901","CC621140",NA
"1902","CC621153",2
"1903","CC621173",NA
"1904","CC621178",5
"1905","CC621184",4
"1906","CC621199",8
"1907","CC621219",NA
"1908","CC621248",4
"1909","CC621265",NA
"1910","CC621272",8
"1911","CC621282",7
"1912","CC621283",NA
"1913","CC621284",NA
"1914","CC621287",8
"1915","CC621326",NA
"1916","CC621331",NA
"1917","CC621430",NA
"1918","CC621445",8
"1919","CC621525",NA
"1920","CC621579",2
"1921","CC621627",4
"1922","CC621642",NA
"1923","CC621675",NA
"1924","CC621747",6
"1925","CC710002",NA
"1926","CC710003",6
"1927","CC710009",4
"1928","CC710017",NA
"1929","CC710028",NA
"1930","CC710037",NA
"1931","CC710050",NA
"1932","CC710078",NA
"1933","CC710079",7
"1934","CC710088",3
"1935","CC710099",6
"1936","CC710104",4
"1937","CC710111",NA
"1938","CC710120",NA
"1939","CC710122",NA
"1940","CC710131",8
"1941","CC710132",2
"1942","CC710141",3
"1943","CC710146",NA
"1944","CC710147",7
"1945","CC710153",6
"1946","CC710154",6
"1947","CC710160",3
"1948","CC710164",NA
"1949","CC710168",5
"1950","CC710173",NA
"1951","CC710174",1
"1952","CC710176",6
"1953","CC710184",NA
"1954","CC710193",NA
"1955","CC710196",NA
"1956","CC710199",5
"1957","CC710206",6
"1958","CC710210",NA
"1959","CC710211",6
"1960","CC710212",2
"1961","CC710214",2
"1962","CC710216",8
"1963","CC710223",6
"1964","CC710224",6
"1965","CC710232",NA
"1966","CC710237",NA
"1967","CC710241",NA
"1968","CC710252",6
"1969","CC710253",NA
"1970","CC710255",NA
"1971","CC710261",4
"1972","CC710264",4
"1973","CC710268",NA
"1974","CC710275",NA
"1975","CC710285",NA
"1976","CC710287",NA
"1977","CC710292",NA
"1978","CC710294",NA
"1979","CC710299",5
"1980","CC710301",NA
"1981","CC710303",NA
"1982","CC710310",3
"1983","CC710313",6
"1984","CC710314",3
"1985","CC710320",NA
"1986","CC710331",6
"1987","CC710335",NA
"1988","CC710342",6
"1989","CC710345",4
"1990","CC710350",5
"1991","CC710355",NA
"1992","CC710362",NA
"1993","CC710373",NA
"1994","CC710374",NA
"1995","CC710378",8
"1996","CC710379",NA
"1997","CC710382",NA
"1998","CC710385",4
"1999","CC710390",2
"2000","CC710401",6
"2001","CC710404",NA
"2002","CC710405",3
"2003","CC710406",NA
"2004","CC710411",NA
"2005","CC710416",NA
"2006","CC710425",NA
"2007","CC710428",NA
"2008","CC710429",2
"2009","CC710440",3
"2010","CC710446",NA
"2011","CC710452",NA
"2012","CC710455",NA
"2013","CC710457",NA
"2014","CC710462",5
"2015","CC710474",NA
"2016","CC710484",NA
"2017","CC710486",NA
"2018","CC710488",4
"2019","CC710494",NA
"2020","CC710496",NA
"2021","CC710501",4
"2022","CC710518",NA
"2023","CC710520",4
"2024","CC710522",NA
"2025","CC710523",6
"2026","CC710531",NA
"2027","CC710537",5
"2028","CC710548",NA
"2029","CC710551",8
"2030","CC710559",3
"2031","CC710564",6
"2032","CC710566",NA
"2033","CC710574",NA
"2034","CC710580",NA
"2035","CC710581",8
"2036","CC710584",NA
"2037","CC710591",5
"2038","CC710592",6
"2039","CC710595",NA
"2040","CC710598",NA
"2041","CC710599",NA
"2042","CC710602",6
"2043","CC710603",4
"2044","CC710617",NA
"2045","CC710641",NA
"2046","CC710646",5
"2047","CC710648",NA
"2048","CC710649",NA
"2049","CC710662",NA
"2050","CC710664",NA
"2051","CC710666",NA
"2052","CC710667",NA
"2053","CC710668",2
"2054","CC710670",NA
"2055","CC710679",7
"2056","CC710680",NA
"2057","CC710681",NA
"2058","CC710686",NA
"2059","CC710701",NA
"2060","CC710708",NA
"2061","CC710712",3
"2062","CC710719",NA
"2063","CC710735",2
"2064","CC710738",NA
"2065","CC710745",NA
"2066","CC710758",NA
"2067","CC710774",NA
"2068","CC710780",6
"2069","CC710794",NA
"2070","CC710798",NA
"2071","CC710811",3
"2072","CC710812",NA
"2073","CC710823",6
"2074","CC710825",NA
"2075","CC710831",NA
"2076","CC710836",NA
"2077","CC710840",NA
"2078","CC710858",4
"2079","CC710862",NA
"2080","CC710863",NA
"2081","CC710871",3
"2082","CC710879",NA
"2083","CC710883",NA
"2084","CC710884",NA
"2085","CC710891",NA
"2086","CC710913",NA
"2087","CC710951",3
"2088","CC710952",3
"2089","CC710957",5
"2090","CC710961",5
"2091","CC710968",NA
"2092","CC710982",NA
"2093","CC710991",7
"2094","CC711003",NA
"2095","CC711020",2
"2096","CC711025",NA
"2097","CC711026",NA
"2098","CC711027",NA
"2099","CC711033",NA
"2100","CC711035",2
"2101","CC711037",NA
"2102","CC711046",NA
"2103","CC711053",NA
"2104","CC711062",NA
"2105","CC711068",NA
"2106","CC711075",NA
"2107","CC711076",6
"2108","CC711087",NA
"2109","CC711090",NA
"2110","CC711116",2
"2111","CC711122",NA
"2112","CC711128",4
"2113","CC711139",NA
"2114","CC711141",7
"2115","CC711146",4
"2116","CC711158",5
"2117","CC711177",5
"2118","CC711179",7
"2119","CC711182",4
"2120","CC711208",NA
"2121","CC711231",NA
"2122","CC711232",2
"2123","CC711244",6
"2124","CC711245",NA
"2125","CC711251",7
"2126","CC711257",NA
"2127","CC711258",NA
"2128","CC711262",NA
"2129","CC712027",NA
"2130","CC712039",2
"2131","CC712085",NA
"2132","CC712091",5
"2133","CC712122",NA
"2134","CC712129",8
"2135","CC712144",NA
"2136","CC712181",NA
"2137","CC720003",NA
"2138","CC720004",NA
"2139","CC720007",NA
"2140","CC720008",NA
"2141","CC720014",4
"2142","CC720020",NA
"2143","CC720023",NA
"2144","CC720028",NA
"2145","CC720031",NA
"2146","CC720034",NA
"2147","CC720039",NA
"2148","CC720044",4
"2149","CC720045",4
"2150","CC720057",NA
"2151","CC720059",NA
"2152","CC720061",NA
"2153","CC720071",2
"2154","CC720078",NA
"2155","CC720083",1
"2156","CC720092",2
"2157","CC720101",NA
"2158","CC720102",5
"2159","CC720103",3
"2160","CC720113",NA
"2161","CC720114",6
"2162","CC720115",6
"2163","CC720118",1
"2164","CC720119",6
"2165","CC720127",5
"2166","CC720141",NA
"2167","CC720148",4
"2168","CC720150",NA
"2169","CC720151",4
"2170","CC720152",NA
"2171","CC720153",5
"2172","CC720163",NA
"2173","CC720167",NA
"2174","CC720178",3
"2175","CC720180",6
"2176","CC720188",6
"2177","CC720192",NA
"2178","CC720194",NA
"2179","CC720197",3
"2180","CC720206",6
"2181","CC720215",NA
"2182","CC720219",NA
"2183","CC720221",NA
"2184","CC720230",NA
"2185","CC720238",NA
"2186","CC720239",6
"2187","CC720259",NA
"2188","CC720261",NA
"2189","CC720271",NA
"2190","CC720273",5
"2191","CC720274",NA
"2192","CC720275",3
"2193","CC720285",NA
"2194","CC720288",NA
"2195","CC720289",NA
"2196","CC720290",8
"2197","CC720293",5
"2198","CC720304",NA
"2199","CC720305",4
"2200","CC720306",8
"2201","CC720317",2
"2202","CC720319",8
"2203","CC720329",5
"2204","CC720330",2
"2205","CC720333",6
"2206","CC720337",NA
"2207","CC720341",NA
"2208","CC720342",NA
"2209","CC720349",NA
"2210","CC720358",NA
"2211","CC720359",NA
"2212","CC720364",NA
"2213","CC720380",NA
"2214","CC720384",NA
"2215","CC720393",NA
"2216","CC720398",4
"2217","CC720400",NA
"2218","CC720407",4
"2219","CC720410",NA
"2220","CC720411",NA
"2221","CC720414",NA
"2222","CC720424",NA
"2223","CC720445",6
"2224","CC720452",NA
"2225","CC720455",NA
"2226","CC720468",NA
"2227","CC720474",NA
"2228","CC720480",NA
"2229","CC720481",NA
"2230","CC720485",NA
"2231","CC720489",NA
"2232","CC720490",NA
"2233","CC720495",5
"2234","CC720497",NA
"2235","CC720502",3
"2236","CC720511",8
"2237","CC720513",NA
"2238","CC720516",3
"2239","CC720519",NA
"2240","CC720520",NA
"2241","CC720521",NA
"2242","CC720528",7
"2243","CC720536",2
"2244","CC720543",NA
"2245","CC720545",6
"2246","CC720546",2
"2247","CC720547",6
"2248","CC720552",4
"2249","CC720569",NA
"2250","CC720600",6
"2251","CC720611",NA
"2252","CC720622",6
"2253","CC720623",6
"2254","CC720626",NA
"2255","CC720639",3
"2256","CC720641",6
"2257","CC720646",NA
"2258","CC720648",NA
"2259","CC720655",2
"2260","CC720670",2
"2261","CC720672",2
"2262","CC720674",NA
"2263","CC720684",4
"2264","CC720685",NA
"2265","CC720692",NA
"2266","CC720693",NA
"2267","CC720699",NA
"2268","CC720700",6
"2269","CC720701",2
"2270","CC720704",6
"2271","CC720705",NA
"2272","CC720710",NA
"2273","CC720718",3
"2274","CC720721",NA
"2275","CC720722",NA
"2276","CC720723",6
"2277","CC720726",NA
"2278","CC720736",4
"2279","CC720738",NA
"2280","CC720739",NA
"2281","CC720740",5
"2282","CC720744",4
"2283","CC720751",NA
"2284","CC720752",4
"2285","CC720755",NA
"2286","CC720766",6
"2287","CC720767",NA
"2288","CC720774",8
"2289","CC720776",NA
"2290","CC720793",5
"2291","CC720795",4
"2292","CC720798",NA
"2293","CC720814",4
"2294","CC720819",6
"2295","CC720820",NA
"2296","CC720823",NA
"2297","CC720830",NA
"2298","CC720846",NA
"2299","CC720873",3
"2300","CC720881",NA
"2301","CC720897",NA
"2302","CC720901",NA
"2303","CC720904",6
"2304","CC720908",NA
"2305","CC720927",6
"2306","CC720928",NA
"2307","CC720940",4
"2308","CC720941",4
"2309","CC720942",NA
"2310","CC720964",3
"2311","CC720969",NA
"2312","CC720986",NA
"2313","CC720993",NA
"2314","CC720998",NA
"2315","CC721003",NA
"2316","CC721021",4
"2317","CC721022",6
"2318","CC721031",NA
"2319","CC721034",NA
"2320","CC721037",8
"2321","CC721041",6
"2322","CC721044",NA
"2323","CC721052",NA
"2324","CC721056",6
"2325","CC721070",NA
"2326","CC721074",NA
"2327","CC721078",5
"2328","CC721084",NA
"2329","CC721086",4
"2330","CC721107",8
"2331","CC721112",8
"2332","CC721114",NA
"2333","CC721125",3
"2334","CC721131",4
"2335","CC721140",NA
"2336","CC721143",NA
"2337","CC721144",6
"2338","CC721159",NA
"2339","CC721168",NA
"2340","CC721169",NA
"2341","CC721171",NA
"2342","CC721176",NA
"2343","CC721177",4
"2344","CC721181",NA
"2345","CC721184",NA
"2346","CC721196",NA
"2347","CC721199",NA
"2348","CC721201",NA
"2349","CC721205",3
"2350","CC721209",NA
"2351","CC721217",NA
"2352","CC721222",NA
"2353","CC721223",5
"2354","CC721224",4
"2355","CC721234",NA
"2356","CC721236",3
"2357","CC721238",NA
"2358","CC721270",NA
"2359","CC721273",6
"2360","CC721279",5
"2361","CC721289",NA
"2362","CC721291",6
"2363","CC721292",6
"2364","CC721293",NA
"2365","CC721307",3
"2366","CC721336",1
"2367","CC721346",NA
"2368","CC721357",NA
"2369","CC721374",NA
"2370","CC721377",6
"2371","CC721392",4
"2372","CC721396",NA
"2373","CC721402",3
"2374","CC721406",NA
"2375","CC721415",NA
"2376","CC721416",NA
"2377","CC721418",3
"2378","CC721419",NA
"2379","CC721428",NA
"2380","CC721434",NA
"2381","CC721449",6
"2382","CC721465",NA
"2383","CC721485",NA
"2384","CC721504",NA
"2385","CC721513",4
"2386","CC721519",NA
"2387","CC721522",NA
"2388","CC721526",NA
"2389","CC721529",NA
"2390","CC721532",2
"2391","CC721538",NA
"2392","CC721542",5
"2393","CC721543",NA
"2394","CC721557",4
"2395","CC721574",NA
"2396","CC721581",NA
"2397","CC721585",6
"2398","CC721592",NA
"2399","CC721596",NA
"2400","CC721602",NA
"2401","CC721608",NA
"2402","CC721618",3
"2403","CC721635",6
"2404","CC721648",NA
"2405","CC721651",2
"2406","CC721654",NA
"2407","CC721659",NA
"2408","CC721668",6
"2409","CC721674",8
"2410","CC721683",NA
"2411","CC721698",7
"2412","CC721702",NA
"2413","CC721704",NA
"2414","CC721705",NA
"2415","CC721707",5
"2416","CC721720",NA
"2417","CC721722",8
"2418","CC721726",3
"2419","CC721729",NA
"2420","CC721737",NA
"2421","CC721746",8
"2422","CC721752",5
"2423","CC721755",NA
"2424","CC721758",NA
"2425","CC721776",NA
"2426","CC721779",6
"2427","CC721783",NA
"2428","CC721795",6
"2429","CC721803",NA
"2430","CC721815",NA
"2431","CC721824",NA
"2432","CC721826",6
"2433","CC721829",NA
"2434","CC721840",NA
"2435","CC721848",6
"2436","CC721854",NA
"2437","CC721859",3
"2438","CC721888",6
"2439","CC721891",NA
"2440","CC721894",NA
"2441","CC721910",NA
"2442","CC721919",3
"2443","CC721928",4
"2444","CC721932",NA
"2445","CC721934",NA
"2446","CC721937",NA
"2447","CC721943",NA
"2448","CC721947",NA
"2449","CC721957",8
"2450","CC721982",NA
"2451","CC722012",NA
"2452","CC722030",NA
"2453","CC722044",4
"2454","CC722047",2
"2455","CC722049",NA
"2456","CC722052",5
"2457","CC722077",3
"2458","CC722083",NA
"2459","CC722092",NA
"2460","CC722096",NA
"2461","CC722111",NA
"2462","CC722116",2
"2463","CC722134",NA
"2464","CC722144",NA
"2465","CC722150",NA
"2466","CC722174",NA
"2467","CC722191",NA
"2468","CC722202",NA
"2469","CC722216",3
"2470","CC722232",3
"2471","CC722256",NA
"2472","CC722259",3
"2473","CC722268",NA
"2474","CC722273",NA
"2475","CC722289",NA
"2476","CC722312",NA
"2477","CC722313",6
"2478","CC722319",NA
"2479","CC722358",8
"2480","CC722383",2
"2481","CC722384",NA
"2482","CC722394",NA
"2483","CC722409",2
"2484","CC722420",NA
"2485","CC722421",6
"2486","CC722429",3
"2487","CC722462",NA
"2488","CC722474",NA
"2489","CC722481",NA
"2490","CC722499",NA
"2491","CC722502",NA
"2492","CC722509",NA
"2493","CC722522",6
"2494","CC722536",8
"2495","CC722538",NA
"2496","CC722542",3
"2497","CC722560",NA
"2498","CC722580",6
"2499","CC722591",NA
"2500","CC722592",3
"2501","CC722599",2
"2502","CC722626",6
"2503","CC722628",NA
"2504","CC722651",3
"2505","CC722671",NA
"2506","CC722674",NA
"2507","CC722685",NA
"2508","CC722695",NA
"2509","CC722714",NA
"2510","CC722722",3
"2511","CC722735",6
"2512","CC722747",NA
"2513","CC722762",4
"2514","CC722771",NA
"2515","CC722782",3
"2516","CC722786",6
"2517","CC722811",3
"2518","CC722891",1
"2519","CC722892",3
"2520","CC722920",NA
"2521","CC722930",NA
"2522","CC722935",NA
"2523","CC722979",NA
