       [ 0 ]          1          1          0          1          1        117
       [ 0 ]          1          1        N/A          1          1          1
       [ 0 ]          1          1          0          1          1        103
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         22
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         59
       [ 0 ]          1          1          0          1          1         14
       [ 0 ]          1          1          0          1          1         78
       [ 0 ]          1          1          0          1          1         18
       [ 0 ]          1          1          0          1          1        109
       [ 0 ]          1          1          0          1          1         43
       [ 0 ]          1          1          0          1          1         35
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         16
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         44
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         30
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         53
       [ 0 ]          1          1          0          1          1         20
       [ 0 ]          1          1          0          1          1         28
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         29
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         71
       [ 0 ]          1          1          0          1          1         24
       [ 0 ]          1          1          0          1          1         96
       [ 0 ]          1          1          0          1          1         39
       [ 0 ]          1          1          0          1          1         71
       [ 0 ]          1          1          0          1          1         25
       [ 0 ]          1          1          0          1          1         64
       [ 0 ]          1          1          0          1          1          4
       [ 0 ]          1          1          0          1          1         60
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         79
       [ 0 ]          1          1          0          1          1         40
       [ 0 ]          1          1          0          1          1        115
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         24
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         52
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         55
       [ 0 ]          1          1        N/A          1          1          1
       [ 0 ]          1          1          0          1          1         29
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         41
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         48
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         36
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         38
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         46
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         99
       [ 0 ]          1          1          0          1          1          2
       [ 0 ]          1          1          0          1          1         27
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         43
       [ 0 ]          1          1          0          1          1          7
       [ 0 ]          1          1          0          1          1         79
       [ 0 ]          1          1          0          1          1         17
       [ 0 ]          1          1          0          1          1         37
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         82
       [ 0 ]          1          1          0          1          1         43
       [ 0 ]          1          1          0          1          1         26
       [ 0 ]          1          1        N/A          1          1          1
       [ 0 ]          1          1          0          1          1         14
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         47
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         28
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         35
       [ 0 ]          1          1          0          1          1         15
       [ 0 ]          1          1          0          1          1         25
       [ 0 ]          1          1          0          1          1          2
       [ 0 ]          1          1          0          1          1         88
       [ 0 ]          1          1          0          1          1         26
       [ 0 ]          1          1          0          1          1        108
       [ 0 ]          1          1          0          1          1         38
       [ 0 ]          1          1          0          1          1         67
       [ 0 ]          1          1          0          1          1         28
       [ 0 ]          1          1          0          1          1         59
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         55
       [ 0 ]          1          1          0          1          1          4
       [ 0 ]          1          1          0          1          1         40
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         75
       [ 0 ]          1          1          0          1          1         38
       [ 0 ]          1          1          0          1          1         37
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         36
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         40
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
       [ 0 ]          1          1          0          1          1         64
       [ 0 ]        N/A        N/A        N/A        N/A        N/A          0
