       [ 0 ]          1          1          0          1          1        117
       [ 0 ]          1          1          0          1          1        106
       [ 0 ]          1          1          0          1          1        103
       [ 0 ]          1          1          0          1          1        103
       [ 0 ]          1          1          0          1          1         22
       [ 0 ]          1          1          0          1          1         22
       [ 0 ]          1          1          0          1          1         59
       [ 0 ]          1          1          0          1          1         59
       [ 0 ]          1          1          0          1          1         78
       [ 0 ]          1          1          0          1          1         60
       [ 0 ]          1          1          0          1          1        109
       [ 0 ]          1          1          0          1          1         85
       [ 0 ]          1          1          0          1          1         35
       [ 0 ]          1          1          0          1          1         35
       [ 0 ]          1          1          0          1          1         16
       [ 0 ]          1          1          0          1          1         16
       [ 0 ]          1          1          0          1          1         44
       [ 0 ]          1          1          0          1          1         44
       [ 0 ]          1          1          0          1          1         30
       [ 0 ]          1          1          0          1          1         30
       [ 0 ]          1          1          0          1          1         53
       [ 0 ]          1          1          0          1          1         53
       [ 0 ]          1          1          0          1          1         28
       [ 0 ]          1          1          0          1          1         28
       [ 0 ]          1          1          0          1          1         29
       [ 0 ]          1          1          0          1          1         29
       [ 0 ]          1          1          0          1          1         71
       [ 0 ]          1          1          0          1          1         71
       [ 0 ]          1          1          0          1          1         96
       [ 0 ]          1          1          0          1          1         95
       [ 0 ]          1          1          0          1          1         71
       [ 0 ]          1          1          0          1          1         66
       [ 0 ]          1          1          0          1          1         64
       [ 0 ]          1          1          0          1          1         64
       [ 0 ]          1          1          0          1          1         60
       [ 0 ]          1          1          0          1          1         60
       [ 0 ]          1          1          0          1          1         79
       [ 0 ]          1          1          0          1          1         79
       [ 0 ]          1          1          0          1          1        115
       [ 0 ]          1          1          0          1          1        100
       [ 0 ]          1          1          0          1          1         24
       [ 0 ]          1          1          0          1          1         24
       [ 0 ]          1          1          0          1          1         52
       [ 0 ]          1          1          0          1          1         50
       [ 0 ]          1          1          0          1          1         55
       [ 0 ]          1          1          0          1          1         52
       [ 0 ]          1          1          0          1          1         29
       [ 0 ]          1          1          0          1          1         28
       [ 0 ]          1          1          0          1          1         41
       [ 0 ]          1          1          0          1          1         41
       [ 0 ]          1          1          0          1          1         48
       [ 0 ]          1          1          0          1          1         48
       [ 0 ]          1          1          0          1          1         36
       [ 0 ]          1          1          0          1          1         36
       [ 0 ]          1          1          0          1          1         38
       [ 0 ]          1          1          0          1          1         38
       [ 0 ]          1          1          0          1          1         46
       [ 0 ]          1          1          0          1          1         46
       [ 0 ]          1          1          0          1          1         99
       [ 0 ]          1          1          0          1          1         99
       [ 0 ]          1          1          0          1          1         27
       [ 0 ]          1          1          0          1          1         27
       [ 0 ]          1          1          0          1          1         43
       [ 0 ]          1          1          0          1          1         43
       [ 0 ]          1          1          0          1          1         79
       [ 0 ]          1          1          0          1          1         64
       [ 0 ]          1          1          0          1          1         37
       [ 0 ]          1          1          0          1          1         36
       [ 0 ]          1          1          0          1          1         82
       [ 0 ]          1          1          0          1          1         60
       [ 0 ]          1          1          0          1          1         26
       [ 0 ]          1          1          0          1          1         26
       [ 0 ]          1          1          0          1          1         14
       [ 0 ]          1          1          0          1          1         14
       [ 0 ]          1          1          0          1          1         47
       [ 0 ]          1          1          0          1          1         47
       [ 0 ]          1          1          0          1          1         28
       [ 0 ]          1          1          0          1          1         28
       [ 0 ]          1          1          0          1          1         35
       [ 0 ]          1          1          0          1          1         35
       [ 0 ]          1          1          0          1          1         25
       [ 0 ]          1          1          0          1          1         25
       [ 0 ]          1          1          0          1          1         88
       [ 0 ]          1          1          0          1          1         88
       [ 0 ]          1          1          0          1          1        108
       [ 0 ]          1          1          0          1          1        105
       [ 0 ]          1          1          0          1          1         67
       [ 0 ]          1          1          0          1          1         63
       [ 0 ]          1          1          0          1          1         59
       [ 0 ]          1          1          0          1          1         59
       [ 0 ]          1          1          0          1          1         55
       [ 0 ]          1          1          0          1          1         55
       [ 0 ]          1          1          0          1          1         40
       [ 0 ]          1          1          0          1          1         40
       [ 0 ]          1          1          0          1          1         75
       [ 0 ]          1          1          0          1          1         75
       [ 0 ]          1          1          0          1          1         37
       [ 0 ]          1          1          0          1          1         37
       [ 0 ]          1          1          0          1          1         36
       [ 0 ]          1          1          0          1          1         36
       [ 0 ]          1          1          0          1          1         40
       [ 0 ]          1          1          0          1          1         40
       [ 0 ]          1          1          0          1          1         64
       [ 0 ]          1          1          0          1          1         64
