Loadings,Lower_CI,Upper_CI
-0.883970321137286,-0.907564510083873,-0.847896456995017
0.815980654738722,0.759235273975801,0.853329150364009
0.297582445055262,0.182986513084937,0.388162390650012
-0.278052645782554,-0.363038237064292,-0.174989962807137
-0.360785919397579,-0.435349458351641,-0.247620745376261
0.413133788435447,0.327852595255254,0.511791894162306
-0.771901051181983,-0.819908632158732,-0.725446692068599
0.85371828925999,0.802688339395212,0.884731594842597
-0.373090830091958,-0.466569863856227,-0.274403284686601
0.649501861103958,0.5624482941499,0.709041100617997
0.292710591529683,0.173315063827613,0.386411686084382
0.574298052916204,0.504247621721373,0.638337754492248
0.658811356697646,0.612322917635054,0.709554723393255
0.762145383504171,0.717423482023437,0.800672807400972
-0.429708740358672,-0.514475891999517,-0.360663606749239
0.824145305371613,0.776385122028494,0.858229383271644
0.869793875908629,0.843961812508993,0.888903676361137
-0.752745522042307,-0.79139896212659,-0.704920745091589
-0.185344186044838,-0.306442198506902,-0.0619298236210919
0.558308706204812,0.473994994721681,0.630446295463022
0.597622850081883,0.503144479814593,0.665606283076559
0.0660054447851888,-0.0761539135686959,0.174562248727115
0.80379439521982,0.767538096260392,0.834334647070474
-0.710520452171633,-0.759029229416045,-0.659938904697069
-0.942306182053846,-0.95253884010135,-0.922492044709887
0.76342076747281,0.711800440457418,0.801703681661053
0.172781329844584,0.0638471210706864,0.281292522997155
-0.641505234072904,-0.707198882193228,-0.563638888917624
-0.674429522877295,-0.729523364985246,-0.591775006490916
-0.147547298858541,-0.243689435336161,-0.0165700141448698
-0.846262243641424,-0.880715184430435,-0.80422485338834
0.61121625706837,0.530158846192382,0.679356528053668
