Loadings,Lower_CI,Upper_CI
0.63999621003856,0.586752443388594,0.697593423950493
-0.725507220075756,-0.766787344673396,-0.68658253296173
-0.675657195671149,-0.724906113118201,-0.617341257998896
0.0255972318517589,-0.0877342317615032,0.13902469052505
-0.697224507085927,-0.743768580633287,-0.634569740547091
-0.525900397001537,-0.607281931591808,-0.434912513741198
-0.367550990251314,-0.458251166512778,-0.270475010471748
-0.313537596936562,-0.413844558123719,-0.196299346632986
-0.486766207945078,-0.560591435482234,-0.393151790835909
-0.468676110573162,-0.559275921170079,-0.367999770726375
-0.314752952812995,-0.405282576479508,-0.207390840182641
