Loadings,Lower_CI,Upper_CI
0.0451528911090777,-0.120308987016865,0.19023166258278
-0.607588114487538,-0.685862019328452,-0.485085538049368
0.302957797292102,0.159391781249072,0.435989708368619
0.491531408605184,0.355384763425037,0.566239160162574
0.8386778798285,0.781476292809935,0.877101325107846
0.613818029605282,0.517816893926947,0.69527792806678
-0.237410115203282,-0.366519986376103,-0.11558815848875
-0.612284216605198,-0.697891883983224,-0.484610979009467
-0.444190242952048,-0.571793167748884,-0.312431289623923
-0.673989838152067,-0.73541952034649,-0.565085878131929
-0.266947620672837,-0.395695346395791,-0.116872947155269
-0.209076959293141,-0.328260494080256,-0.0972154731523409
0.0246091129371807,-0.0875680713276613,0.156566631801457
-0.0709171646453511,-0.197138498124141,0.0770120086571246
-0.377742397611957,-0.482030089740316,-0.288049125268635
-0.545586842421536,-0.644346535710044,-0.414089436453514
-0.260677472371072,-0.391536058866461,-0.107892218676134
0.311640359802299,0.17651185079779,0.404856269221104
-0.639262408755433,-0.733443898032342,-0.528114916220564
-0.667553848317993,-0.731241428042182,-0.5484772104232
-0.836086112339471,-0.884382856552813,-0.761930342994386
-0.850729619529163,-0.888752619534613,-0.793699765820408
0.0318183912562032,-0.130451529742554,0.195735377072342
0.355171093681871,0.2248090353642,0.448062532238095
0.268521851004577,0.11810542357839,0.386584169727473
-0.318627740341228,-0.408428363769042,-0.183768556937403
0.705135369671369,0.600324946314239,0.791412058978178
0.612196083779803,0.486456876864308,0.680548814375841
0.797690313837505,0.709118798409553,0.85619957347395
0.865773206501873,0.809979591601159,0.90242538782397
-0.0614309971373021,-0.215919151527863,0.0911312213808365
-0.405586269381136,-0.49882660048972,-0.2637981415713
