Loadings,Lower_CI,Upper_CI
0.558146425564007,0.501381008386754,0.610493509185843
-0.379694818493081,-0.429002589089656,-0.325824467825206
-0.344994348170415,-0.39780325243406,-0.272731045128263
0.037699467847117,-0.0405156084607933,0.109621171402852
-0.386409186280975,-0.439446028062692,-0.310196176010426
-0.298061621504964,-0.356207440080162,-0.2226743625313
-0.23762700330519,-0.306225953437359,-0.160459337330543
-0.123095657150919,-0.184812333915409,-0.0386991186905145
-0.21941977302279,-0.279055971112532,-0.138237151649151
-0.21120865138285,-0.269796836363136,-0.128955401214357
-0.146068504873889,-0.210978344962147,-0.0624449395912682
