Loadings,Lower_CI,Upper_CI
0.0685799473013227,0.0106894234295127,0.136865368402149
0.184145636408572,0.149340163734088,0.241554865030635
-0.383974469391216,-0.526038973660545,-0.208005779801471
0.783072162684532,0.691908831096891,0.830957168910915
-0.0804259726043687,-0.246028417868137,0.0870346280802126
-0.544277568072121,-0.617546036234437,-0.434599564456247
-0.080765297672919,-0.229327240586751,0.0775354918457758
0.828452794143429,0.734279648881746,0.876231524524486
-0.809638915660174,-0.839939225654457,-0.756179278191744
-0.374493881844203,-0.496409869673593,-0.245197969212121
0.198838121558765,0.0463705096245972,0.353862582955415
0.769997925092489,0.697981701027453,0.811963883418071
0.370126197883326,0.241588836570885,0.479848172337398
0.356381908419813,0.250746892767941,0.467757940562439
0.160608024511947,0.0499421751113748,0.25560807588338
0.752979358172905,0.643449339945884,0.826225481437543
0.180317422017178,0.0424404711029256,0.3024946489674
0.307245025806,0.155481572610433,0.43871575615241
0.547378611339694,0.400239946913867,0.673619486547872
-0.540589175835573,-0.604985024044445,-0.443845893393891
0.416040688527142,0.260952987101584,0.561421281192555
0.774922985084969,0.69788158539545,0.817307997794963
0.264142480874755,0.08321024564733,0.432513110458077
-0.58004077045062,-0.646583888557666,-0.489764488687165
0.88387572888348,0.839265955163864,0.902566153401883
0.732869721335678,0.642467284437861,0.794272849216636
-0.579861566336039,-0.691912541096746,-0.437865345635516
0.543173117016215,0.431203702416523,0.615445517500669
-0.469102530750019,-0.607480389242324,-0.31869559559071
-0.763229715511126,-0.805793165349513,-0.690264419828253
-0.257127204211833,-0.424568086281857,-0.0822549728169583
0.586708873570435,0.471671923036911,0.6669442403471
-0.874335394687107,-0.896538141284433,-0.818507049322795
-0.76710715473195,-0.815039066338299,-0.690359915015876
