Loadings,Lower_CI,Upper_CI
0.153525740715189,0.0776424409110151,0.233298513541026
0.593557667951315,0.520198612128766,0.633182189682259
-0.0308458806888744,-0.0887800815661345,0.0341938769453476
0.141449255674819,0.0773034895473896,0.184326013632472
-0.0419818204614343,-0.121205536377894,0.042558654080097
-0.087516591307517,-0.145774631514532,0.0105223208147645
0.0226420313212839,-0.0391121349460796,0.0672530255910574
0.191129333321442,0.125589927481716,0.225167713628118
-0.227244408021122,-0.267298711288818,-0.150672545307548
-0.179131021709625,-0.235000804672421,-0.114613677552298
0.11924910366656,0.0257633661036425,0.233384631734926
0.177516595944877,0.0989435343623326,0.247094695910131
0.103041811719169,0.0172510617183244,0.178091511842212
0.150354159573269,0.0610374108424787,0.261437422707934
0.0845854866727538,0.00965956167145509,0.152655516038932
0.187890685570339,0.106151631346112,0.235783098180191
-0.0735985951087669,-0.154310850710796,0.0229608175704633
-0.0321584793755864,-0.124050993786978,0.0354905312089805
0.162581524783285,0.0841566223483068,0.267668446150865
-0.0602456048504736,-0.125220601710766,0.0249774271319632
0.172694895142263,0.0543221733916363,0.263348395732373
0.16069914171036,0.0737489885046952,0.208190807058966
0.0692294964244191,-0.00904509969364265,0.148507588570553
-0.108584501806434,-0.169647826117365,-0.0271852910740473
0.20337187558989,0.123618794288519,0.242625777470398
0.216805807333357,0.135915941622596,0.255902577250235
-0.110804605235399,-0.163300745861838,-0.0604119394355267
0.0522984752347288,-0.036008481096737,0.106233185922029
-0.165183906183744,-0.229992242628599,-0.0776239064263777
-0.167357698648568,-0.207416128376485,-0.0953593967011825
-0.0353267903062088,-0.0966269436075405,0.0237126471776748
0.10893383937587,0.0161778978569576,0.181912584127238
-0.174274790723879,-0.207445886147714,-0.102038719136063
-0.201619721997409,-0.24007554885546,-0.110567515055524
