Loadings,Lower_CI,Upper_CI
0.417850465105285,0.295203975194739,0.527327130217433
0.101280829871686,-0.037816425748517,0.235381073869025
-0.013343285699838,-0.151456361745605,0.121681732963699
0.6437720232864,0.546982052870395,0.705554614320117
0.36953342210028,0.238850392277028,0.474912347345797
0.258188613841028,0.112852234608284,0.375179269511268
0.443097468390806,0.319942237772214,0.551287724987463
0.483733124140415,0.360881733839711,0.569100708293246
0.302645642295817,0.172616763040966,0.417376820320225
0.556753533347024,0.448533251641131,0.643450951346941
0.436443878937334,0.301001075873627,0.538375642421947
