Loadings,Lower_CI,Upper_CI
-0.516117585732283,-0.564834378980953,-0.457237317368188
0.466672733179138,0.427099880668505,0.506352332047096
0.35637027809031,0.289960826405842,0.394845451751893
-0.0740231902879944,-0.122694972112938,-0.0149303232889833
0.387357663203824,0.339438060882999,0.426100637876765
0.247881040164498,0.185828102857793,0.295580842799091
0.18827622579886,0.125069127383766,0.25339574400383
0.103771436296085,0.0382941644699852,0.148139606205117
0.24479282160294,0.185825104967899,0.307434282933282
0.219220456357803,0.163767864776303,0.265826751189315
0.132933962916131,0.0762275896290049,0.192208970742639
