Loadings,Lower_CI,Upper_CI
-0.667499449907288,-0.7185163622138,-0.626009326809432
0.75300640068002,0.717396658797727,0.786532787844176
0.685865280336999,0.628570853772306,0.73423422535744
-0.0789716445020741,-0.194224935692992,0.0321472645912059
0.688186861800753,0.622542387931154,0.735233716891629
0.50214552648541,0.40806510367038,0.575883875054351
0.333305392445615,0.234838422427099,0.429761839244653
0.277594320815285,0.175002589007688,0.38748018038526
0.471224764359355,0.389481405133755,0.543902358925511
0.446076644528516,0.33210168883169,0.531013192831872
0.278047164492714,0.161457557413227,0.381687503154672
