Loadings,Lower_CI,Upper_CI
-0.580603420575567,-0.632666932465185,-0.533246741891499
0.442819846511797,0.392714952024806,0.484676907726282
0.344467725210241,0.279181348032813,0.384267020842265
-0.0864276400318688,-0.150721352141656,-0.0221867001713919
0.369947793695389,0.305379596637779,0.416822311258244
0.262052899725026,0.186166182671863,0.313262828466359
0.1825443023497,0.11075904433997,0.251625148564278
0.0974889821341706,0.0318967813621162,0.167607795861384
0.199474214239079,0.132945060756493,0.249650117641049
0.201661756210153,0.134146470613478,0.25431427247186
0.108928685578621,0.0399877328475695,0.166334556824752
